@RELATION polyps

@ATTRIBUTE FILE_ID NUMERIC
@ATTRIBUTE C1ENERGYMEAN REAL
@ATTRIBUTE C1ENERGYVARIANCE REAL
@ATTRIBUTE C2ENERGYMEAN REAL
@ATTRIBUTE C2ENERGYVARIANCE REAL
@ATTRIBUTE C3ENERGYMEAN REAL
@ATTRIBUTE C3ENERGYVARIANCE REAL
@ATTRIBUTE C1ENTROPYMEAN REAL
@ATTRIBUTE C1ENTROPYVARIANCE REAL
@ATTRIBUTE C2ENTROPYMEAN REAL
@ATTRIBUTE C2ENTROPYVARIANCE REAL
@ATTRIBUTE C3ENTROPYMEAN REAL
@ATTRIBUTE C3ENTROPYVARIANCE REAL
@ATTRIBUTE C1CORRELATIONMEAN REAL
@ATTRIBUTE C1CORRELATIONVARIANCE REAL
@ATTRIBUTE C2CORRELATIONMEAN REAL
@ATTRIBUTE C2CORRELATIONVARIANCE REAL
@ATTRIBUTE C3CORRELATIONMEAN REAL
@ATTRIBUTE C3CORRELATIONVARIANCE REAL
@ATTRIBUTE C1DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C1DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C2DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C2DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C3DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C3DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C1INERTIAMEAN REAL
@ATTRIBUTE C1INERTIAVARIANCE REAL
@ATTRIBUTE C2INERTIAMEAN REAL
@ATTRIBUTE C2INERTIAVARIANCE REAL
@ATTRIBUTE C3INERTIAMEAN REAL
@ATTRIBUTE C3INERTIAVARIANCE REAL
@ATTRIBUTE C1CLUSTERSHADEMEAN REAL
@ATTRIBUTE C1CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C2CLUSTERSHADEMEAN REAL
@ATTRIBUTE C2CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C3CLUSTERSHADEMEAN REAL
@ATTRIBUTE C3CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C1CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C1CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C2CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C2CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C3CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C3CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C1HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C1HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C2HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C2HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C3HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C3HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE CLASS {0,1}

@DATA
75,0.50051,0.00001,0.00769,0.00000,0.01795,0.00000,1.76427,0.00009,7.10420,0.00441,6.24628,0.00568,0.01474,0.00015,0.00080,0.00002,0.00135,0.00005,0.79315,0.00038,0.23363,0.00070,0.32142,0.00092,16.34265,3.48972,130.91605,1457.26616,79.52107,495.26355,-2479.74664,580131.52565,15389.47690,91506841.82948,5301.94615,15801023.75772,444620.24478,39284808680.94778,2862100.34312,4939312292917.18070,779985.86503,501647196842.95038,12264107.78469,344575881.93783,51956784.39678,51089336681.22116,34564789.37674,11328735988.33479,0
76,0.84725,0.00005,0.03505,0.00001,0.02124,0.00000,0.57453,0.00028,5.83135,0.01402,6.05573,0.00933,0.03076,0.00358,-0.02145,0.00096,-0.01609,0.00052,0.94495,0.00005,0.39519,0.00191,0.31693,0.00169,3.31639,0.11045,30.59130,83.07823,44.57532,188.96050,-301.78737,3774.80105,48.62011,343.30185,25.68689,2617.71864,52322.73943,275024558.89297,16075.28060,116318907.03690,43375.84548,1203802113.84990,9417685.11735,117244.12339,17814381.28433,28957152.02886,38981251.88561,218317289.65231,0
77,0.61321,0.00021,0.01211,0.00000,0.00533,0.00000,1.23241,0.00040,6.78628,0.00589,7.58648,0.00346,0.00219,0.00342,-0.00435,0.00012,-0.00106,0.00002,0.89685,0.00016,0.27811,0.00094,0.19592,0.00058,4.32276,0.22864,58.13284,218.67033,130.80234,1202.84128,-298.99520,7111.51996,-47.44492,18512.83050,481.33353,141073.66904,56092.22467,456317634.46145,109592.70107,1858082019.61453,510880.13135,42406221175.89941,10285245.33412,304072.67757,64151264.38298,552674161.58971,66397299.94958,5671530747.85535,0
78,0.50763,0.00027,0.00630,0.00000,0.00594,0.00000,1.88306,0.00081,7.32374,0.00141,7.17955,0.00082,0.02763,0.00474,-0.00066,0.00002,0.00002,0.00001,0.79617,0.00056,0.22076,0.00084,0.21762,0.00083,3.34415,0.30184,155.66372,1982.80994,185.66066,2877.91695,-258.91193,10479.77477,-131.90839,155941.84835,872.38084,244732.47374,68502.67618,1440802569.08465,576359.20532,125287590841.30623,1083763.76335,210683262091.49164,12808783.57616,591045.97710,57441564.23641,8143914281.07892,68068988.79452,16675614990.84832,0
79,0.48490,0.00109,0.01797,0.00000,0.01700,0.00000,1.88962,0.00582,6.29683,0.00084,6.20264,0.00210,0.00045,0.00000,0.00117,0.00004,0.00142,0.00002,0.77793,0.00283,0.32783,0.00223,0.31963,0.00198,528.58232,4907.52598,82.49564,503.76609,102.76008,749.38924,-111450.33124,3757639060.51352,4351.31611,6979059.29230,6085.30181,22197283.55034,23859472.65065,256823963772942.53000,681430.79137,233238029017.24451,1141494.98422,890337405367.23145,12630929.94062,2006596091.62761,32574447.93732,8221920130.61060,35750057.79055,11674126362.38683,0
80,0.58787,0.00020,0.00375,0.00000,0.00292,0.00000,1.35367,0.00038,7.75750,0.00074,7.75353,0.00029,0.02238,0.00237,-0.00074,0.00001,-0.00008,0.00001,0.88863,0.00019,0.18062,0.00052,0.16532,0.00051,4.43280,0.20147,174.61105,2243.31504,225.76968,3669.26960,-443.29059,13661.41117,202.33383,175986.97875,678.74995,273877.08978,86780.56715,1012902439.07027,504103.59459,69051654430.25778,1107857.37931,189578563031.98462,10438924.17943,712770.18222,75059607.88144,11151317819.34507,111343705.89645,32175481565.52054,0
81,0.85618,0.00004,0.00952,0.00000,0.00900,0.00000,0.53368,0.00023,7.10799,0.00105,7.12602,0.00105,-0.00766,0.00117,-0.00085,0.00006,-0.00024,0.00008,0.94897,0.00004,0.26982,0.00127,0.25677,0.00132,2.92864,0.01391,72.24429,382.24166,64.47622,315.03976,-234.65612,1949.90375,150.66491,10638.36212,608.55533,26539.98140,49551.02142,121483360.10939,203083.63834,10793701311.89481,313907.92075,16384518237.77425,9328657.77635,139209.22584,44445159.01726,493547379.95527,53108440.52769,773278681.78650,0
82,0.93528,0.00001,0.08294,0.00000,0.07610,0.00005,0.26405,0.00009,4.37302,0.00410,4.18059,0.01014,0.01291,0.00019,0.00020,0.00137,0.00516,0.00096,0.97734,0.00001,0.53244,0.00250,0.50866,0.00359,9.95579,0.37520,15.69185,41.26930,15.54984,52.95140,-1485.55399,108910.84211,2671.00370,8590471.19799,4225.54022,21773543.44116,335025.49052,11856875028.81210,458717.49623,389793182790.13959,848852.76243,1349933354730.34130,8848257.05195,17192853.51584,14540813.02138,352554857.23533,16741243.68273,472943639.91196,0
83,0.74216,0.00065,0.10470,0.00004,0.04882,0.00002,0.84819,0.00287,4.00026,0.00495,4.85436,0.00755,0.00769,0.00190,0.00707,0.00176,0.00666,0.00043,0.90112,0.00070,0.55987,0.00278,0.44064,0.00295,6.49125,0.82023,14.65600,22.80179,26.02022,78.05613,-497.43956,12580.62053,1619.53055,1135150.92793,5068.00904,12236352.56983,93409.69927,963134016.38227,183292.83381,22284171481.83760,858187.91438,565944875656.56824,10123940.30039,42974888.35520,9466101.56913,158111232.24147,20953330.55151,965123996.26608,0
84,0.74915,0.00071,0.11383,0.00005,0.05524,0.00003,0.81465,0.00362,3.89419,0.00586,4.74121,0.01174,0.01498,0.00082,0.01248,0.00240,0.00810,0.00053,0.90414,0.00074,0.57313,0.00263,0.45127,0.00304,9.28667,1.89449,11.55544,14.75939,23.48262,56.51372,-1003.50073,51110.29418,1339.74337,839902.22167,4685.67937,9395459.37551,186060.58764,3707699514.36494,142927.57321,14826787676.66597,784162.61903,449012275396.84497,10066032.06429,44286707.02799,9024238.72481,129745702.76295,19920269.66431,750985326.02565,0
85,0.77835,0.00073,0.07562,0.00002,0.05222,0.00002,0.72719,0.00418,4.25047,0.00418,4.80033,0.00816,0.04601,0.01182,0.01087,0.00148,0.00818,0.00048,0.91658,0.00071,0.51571,0.00428,0.44884,0.00343,3.01116,0.31273,14.49341,24.56363,24.17604,62.57202,-263.15341,9402.34674,1890.25560,1639218.36946,4908.57843,9812688.95892,45646.17964,584665451.26014,222206.35143,35844785145.01231,827217.45427,431381664438.35010,9823045.36873,39860494.22725,12247076.34690,269410231.74487,20410376.95475,839995451.41764,0
86,0.74150,0.00098,0.12308,0.00004,0.06235,0.00002,0.87010,0.00567,3.81813,0.00530,4.54554,0.00602,0.02940,0.02752,0.02012,0.00253,0.00927,0.00027,0.90240,0.00107,0.58845,0.00317,0.48282,0.00318,2.73210,0.45330,10.14114,11.40785,26.03044,96.92583,-210.48171,8951.36417,1322.10496,724253.42254,7777.21221,37855689.65216,41174.02720,643664241.96501,139470.85469,12027858905.09820,1490081.79887,2370873359580.32370,10097914.70939,41415059.36290,8754643.73290,112866919.37420,18332937.71048,938959859.09269,0
87,0.82700,0.00061,0.13116,0.00003,0.04712,0.00002,0.59233,0.00364,3.52291,0.00327,4.86155,0.01034,0.71794,0.45920,0.02732,0.00210,0.01035,0.00028,0.95711,0.00022,0.60287,0.00359,0.43357,0.00416,0.44327,0.01042,9.50121,10.06644,25.38825,79.27327,-47.74022,121.30925,1601.05295,1140114.85472,7471.30307,28381745.35524,7979.49111,10208692.36113,176641.74482,21267631208.46991,1375160.19112,1554327536491.18900,5844881.86934,13584373.85140,6873320.49355,83304607.91115,21382029.26887,1199384312.97688,0
88,0.68360,0.00014,0.02084,0.00000,0.01610,0.00000,1.08017,0.00033,6.33241,0.00445,6.44382,0.00561,-0.00909,0.00016,-0.00327,0.00020,-0.00321,0.00016,0.87920,0.00024,0.35070,0.00114,0.31476,0.00114,6.83957,0.04698,39.47778,92.43537,47.30438,154.58240,-401.22678,696.19020,236.85534,2098.52173,399.84879,4415.19130,84293.35243,60416654.31489,106253.51609,1464669921.29545,176340.16693,4345842820.39804,10454345.25350,334474.33095,22506960.46440,136208212.15361,43322135.39451,294872460.29907,0
89,0.59408,0.00182,0.01230,0.00000,0.01493,0.00000,1.32345,0.00925,6.82643,0.00346,6.50987,0.00533,0.00136,0.00000,0.00244,0.00004,0.00271,0.00004,0.83411,0.00285,0.29090,0.00342,0.30599,0.00335,205.47539,1204.78338,78.51590,578.82484,74.48572,850.20222,-53141.65695,1030083378.26152,9798.44671,40424022.35506,16889.36249,243409930.51914,11158076.90578,70221507519015.98400,1535003.13433,1681115863516.41310,3216088.27830,14677731011773.35000,11287591.14164,346704693.78997,45659109.08089,31489254031.29615,40317839.16535,34714932339.86572,0
90,0.44605,0.00094,0.00777,0.00000,0.00819,0.00000,2.05912,0.00555,7.29661,0.00186,7.18466,0.00173,0.00025,0.00000,0.00116,0.00003,0.00042,0.00004,0.75346,0.00298,0.24249,0.00148,0.24489,0.00154,918.92256,16903.52572,101.80249,867.23379,85.92907,570.05341,-184760.52537,10254515257.22551,7181.86309,18824707.02028,1181.55489,1112496.89546,40223952.22544,694526563908363.37000,1188239.80854,775414498718.32458,357879.91918,36034916475.25534,12983360.09522,5102299347.26160,53699939.58194,30226510107.04460,46197147.12936,13706061904.45337,0
91,0.48999,0.00028,0.03397,0.00002,0.01575,0.00000,1.71147,0.00013,5.79800,0.03277,6.62049,0.03263,0.00202,0.00001,-0.00659,0.00091,-0.00468,0.00027,0.78185,0.00095,0.38120,0.00167,0.29044,0.00183,57.66131,20.01636,25.24650,58.42587,49.91775,237.61969,-7864.55960,8012657.70456,1583.35902,2917331.19115,3581.20206,15666127.21627,1662289.12838,638808862717.72241,206410.00832,72440288150.89070,635146.61746,723803997074.86011,12749139.07254,45050630.13766,22172402.26948,1020236688.15150,42490628.66084,4661321341.04269,0
92,0.56122,0.00024,0.02887,0.00000,0.00726,0.00000,1.40282,0.00072,6.13187,0.00255,7.51855,0.00355,0.00356,0.00001,-0.00379,0.00016,-0.00272,0.00004,0.82225,0.00050,0.37911,0.00128,0.22560,0.00075,59.26519,20.50779,39.49245,74.33140,105.59721,855.93684,-9683.93338,3646821.36544,-182.57079,1521.16566,356.55733,45603.46874,1990248.33043,315114369966.41266,89601.75286,406743125.88552,311750.32360,19744661641.06033,11732140.62041,794823.64812,30589261.09123,3403104.70511,46432461.14165,2778620788.56008,0
93,0.45787,0.00028,0.02275,0.00001,0.04189,0.00001,1.80480,0.00002,6.37057,0.06432,5.62135,0.02042,0.00596,0.00013,-0.00525,0.00034,-0.00067,0.00046,0.76340,0.00116,0.32387,0.00143,0.41293,0.00141,15.57393,1.59870,43.87891,188.02273,28.66284,112.14151,-1625.57578,189790.24628,3557.83321,14942165.58825,4676.47966,26903811.24525,336952.01557,14216409808.76826,617964.21947,691052387061.25354,927822.25765,1608399444966.59030,13164081.51252,77898084.13972,35189016.01619,3930387752.64662,24774608.53155,1877260829.01259,0
94,0.52934,0.00018,0.04909,0.00003,0.05071,0.00002,1.60579,0.00002,5.22172,0.03484,5.16600,0.02554,0.00501,0.00010,-0.00620,0.00135,-0.00406,0.00101,0.80532,0.00070,0.43177,0.00164,0.44041,0.00166,15.00977,0.64199,19.49057,40.70975,21.63328,53.46442,-1609.34368,137826.87016,1737.58203,3512738.01997,2042.54497,5046914.57062,334392.98629,11875469849.95820,239428.05697,99541502092.27823,307605.26263,170006612102.67651,12129079.99930,73314251.29495,21976922.56499,1098434885.63698,21774504.08183,1064375837.68246,0
95,0.72599,0.00009,0.01701,0.00000,0.01378,0.00000,1.02012,0.00016,6.58488,0.00100,6.60499,0.00247,0.07056,0.00730,-0.00170,0.00006,-0.00369,0.00016,0.92694,0.00006,0.32375,0.00120,0.29281,0.00118,3.32073,0.29520,70.46020,310.64743,51.93710,202.28532,-474.63892,72368.52544,401.79165,37644.84457,385.49995,20498.80139,88432.15949,4550567665.83076,251139.86517,10644633140.42512,185970.64527,6111281723.82105,9366582.59421,484192.06615,35627082.77725,57464530.16339,32263009.76749,205023703.13300,0
96,0.52555,0.00093,0.03893,0.00001,0.06044,0.00002,1.55171,0.00323,5.73090,0.01021,4.66168,0.01165,0.00105,0.00000,-0.01690,0.00316,0.00485,0.00071,0.79722,0.00210,0.40459,0.00240,0.47308,0.00227,220.87560,979.48798,14.13065,21.32927,17.82709,67.58916,-48425.29541,771038751.71660,557.52109,356782.43952,5078.85278,31358787.43981,9918779.15709,51388832636672.78900,71303.05801,8724552307.25421,1051041.40787,2065351572262.79810,11987838.63251,536806696.03048,23231596.10753,342297778.20395,18798731.73067,664054862.27792,0
97,0.53585,0.00070,0.05741,0.00001,0.04385,0.00002,1.49733,0.00208,4.82328,0.00478,5.01996,0.01210,0.00169,0.00000,-0.00763,0.00158,0.00045,0.00129,0.80312,0.00152,0.46551,0.00291,0.42367,0.00249,134.72121,191.71521,18.17263,39.84350,16.13679,43.97505,-25852.40753,113261083.94513,1219.13325,1743508.46173,2830.48358,9693513.30968,5329624.86495,8048999068805.61230,159381.88681,45431540884.54488,510356.66659,484491975719.82312,11957431.67878,51852676.31903,16633181.16252,323871240.08070,22289451.48865,688322588.97164,0
98,0.55693,0.00071,0.06360,0.00001,0.03708,0.00001,1.34800,0.00164,4.69436,0.00579,5.30385,0.01226,0.00433,0.00002,-0.00531,0.00259,-0.00238,0.00101,0.81396,0.00142,0.47675,0.00264,0.39988,0.00257,55.74515,40.53802,12.97941,24.98293,20.22355,62.05193,-11069.50572,20491365.63704,1379.19914,2261439.91151,2951.41328,10586362.29840,2240601.35047,1445443267524.46970,185205.15357,62663412218.59686,527902.53535,518687049592.02112,11663125.48287,32328299.09112,16131481.11504,285211321.71617,24419193.52819,884852591.67949,0
99,0.85618,0.00004,0.00952,0.00000,0.00900,0.00000,0.53368,0.00023,7.10799,0.00105,7.12602,0.00105,-0.00766,0.00117,-0.00085,0.00006,-0.00024,0.00008,0.94897,0.00004,0.26982,0.00127,0.25677,0.00132,2.92864,0.01391,72.24429,382.24166,64.47622,315.03976,-234.65612,1949.90375,150.66491,10638.36212,608.55533,26539.98140,49551.02142,121483360.10939,203083.63834,10793701311.89481,313907.92075,16384518237.77425,9328657.77635,139209.22584,44445159.01726,493547379.95527,53108440.52769,773278681.78650,0
100,0.79332,0.00009,0.01914,0.00000,0.01232,0.00000,0.69281,0.00033,6.23385,0.00184,6.72023,0.00176,0.00632,0.00083,-0.00772,0.00022,-0.00481,0.00014,0.92327,0.00009,0.32961,0.00139,0.27977,0.00121,7.26501,0.69885,53.23291,232.95378,66.49725,391.23516,-530.78115,5969.78922,217.30857,19303.76861,-53.24706,49116.62365,103916.00361,589786987.43961,131246.74190,6377917951.55703,190026.93047,15248891552.29744,9755778.93300,96562.61485,35173867.51366,189157311.64483,40474742.11979,556002769.08774,0
101,0.46494,0.00068,0.03128,0.00000,0.04606,0.00002,1.80687,0.00189,6.09940,0.00953,4.99919,0.01017,0.00081,0.00000,-0.00873,0.00074,0.00080,0.00087,0.76331,0.00209,0.37924,0.00228,0.42885,0.00218,284.81068,1152.13095,28.67848,78.22510,19.21216,61.32681,-57430.86924,782262453.50978,1122.77316,1444994.20385,3905.15173,18524196.81745,11871834.50140,53335518309089.25800,147198.42506,37874758617.11117,764771.99979,1091792932782.42520,12828538.86953,445620433.79317,23964863.23518,793188592.12719,21808212.26257,748010650.80702,0
102,0.58557,0.00121,0.01656,0.00000,0.02013,0.00000,1.35248,0.00645,6.34016,0.00225,6.01107,0.00173,0.00127,0.00000,0.00220,0.00003,0.00295,0.00004,0.83231,0.00193,0.32441,0.00256,0.34953,0.00248,185.06614,384.17974,92.03240,780.91037,75.23108,494.78177,-35761.83269,217680054.25358,12313.92487,62430093.36593,8167.17175,26010677.79105,7646566.88904,16182509673026.80100,2058629.91695,2556404746739.65190,1263642.68672,886408281213.12781,11479811.64247,86404852.59706,38830563.39531,27042867871.38517,27437204.62375,12735127733.29770,0
103,0.37583,0.00104,0.01853,0.00000,0.03930,0.00001,2.42123,0.00791,6.64428,0.00620,5.30868,0.01475,0.00102,0.00000,-0.00019,0.00008,0.00446,0.00013,0.71411,0.00485,0.32000,0.00226,0.40855,0.00218,252.21802,2555.15047,74.93581,535.03044,43.97179,231.02366,-62919.62275,1905893908.22728,3951.81400,5786694.54090,8884.64265,43448846.81179,12518406.86960,118830142141740.34000,504551.00238,144843828548.75476,1589854.37667,2345803839271.31490,14764616.61202,4134618074.77859,33586831.33221,13294794496.41063,24186234.63815,6243195078.99222,1
104,0.73786,0.00014,0.03712,0.00001,0.01670,0.00000,0.89294,0.00037,5.75500,0.01303,6.76127,0.00734,0.00113,0.00001,-0.03101,0.00205,-0.01044,0.00019,0.90188,0.00018,0.39786,0.00227,0.27033,0.00208,49.06832,2.17886,21.31801,41.05055,80.58970,656.57313,-5825.60543,1631546.63128,23.74980,154.96244,82.03136,1673.53367,1276648.75242,154837550729.25186,11256.19014,71346182.25985,132985.95395,15172343469.96825,10134721.71364,58245.22111,16341828.29413,2649513.72626,45324297.14596,960561859.37019,1
105,0.42970,0.00058,0.07897,0.00004,0.04464,0.00003,1.98486,0.00120,4.82710,0.01650,5.18014,0.03195,0.01092,0.00012,0.00121,0.00036,0.00452,0.00008,0.75198,0.00234,0.49563,0.00186,0.41758,0.00231,26.46180,20.63375,33.02225,102.90010,51.01291,320.35303,-5332.16882,4626396.33191,2470.71962,3346354.39764,14004.74796,97367008.84101,1133364.72763,329100501572.59729,291271.33752,75618895638.86127,2602963.57801,5168625493431.62300,13888341.73653,409529479.64976,17913636.15651,1720307028.99759,23133721.17013,5546232773.34503,1
106,0.32929,0.00043,0.02420,0.00000,0.03784,0.00002,2.54560,0.00049,6.33324,0.01365,5.35967,0.02147,0.00155,0.00000,-0.00121,0.00010,0.00008,0.00026,0.68607,0.00343,0.34026,0.00185,0.39663,0.00175,166.98747,392.77714,72.88635,459.70392,39.04213,209.49595,-33879.75682,184861945.25892,4104.77016,6087650.82637,6128.91974,39251600.92702,7451748.60720,13871477166174.42600,579968.01769,193424554831.68689,1114280.62833,2126415898011.87350,16314290.99277,861115182.77833,38212471.83872,9352918536.48728,25133984.73762,4380846257.41009,1
107,0.54064,0.00141,0.01589,0.00000,0.02253,0.00001,1.43908,0.00583,6.90352,0.01974,5.91044,0.01909,0.03838,0.00605,-0.00261,0.00015,-0.00224,0.00059,0.80748,0.00267,0.28829,0.00230,0.32444,0.00254,4.27822,0.65165,64.90701,435.42188,31.82007,104.04529,-408.71119,47864.75431,3607.27646,5444553.40025,3151.25498,4418870.42749,76308.04523,3157041963.62561,564455.39811,217263927501.38049,563055.03657,239651458074.61673,11956813.45530,60520856.21587,38893156.87483,5606064039.18413,31982060.27733,1738749673.23786,0
108,0.53309,0.00135,0.03632,0.00001,0.03309,0.00002,1.51405,0.00661,6.05077,0.01696,5.44578,0.01882,0.01486,0.00243,-0.00573,0.00045,0.00028,0.00044,0.80453,0.00267,0.38291,0.00285,0.37545,0.00291,7.84230,2.71952,39.40626,160.83183,33.96530,119.78633,-656.16492,30118.90977,1491.41793,977941.42431,4531.17205,8457906.29555,128745.24681,2399669644.34764,184442.72985,24768572007.90236,828200.67197,438245469761.16388,12093703.22433,63105326.19281,19454691.57340,1100600037.23389,24908101.05268,1343218015.27610,0
109,0.67469,0.00096,0.07529,0.00001,0.06362,0.00006,1.16839,0.00495,4.54201,0.00834,4.79169,0.01928,0.00066,0.00000,-0.00741,0.00207,0.00412,0.00056,0.86918,0.00161,0.50419,0.00286,0.46430,0.00130,366.39021,6783.12069,15.31332,26.27991,20.39955,79.74994,-100071.45722,5593246655.54168,801.85591,690182.64377,4478.89487,24290510.17862,20496301.18291,366207157176767.81000,88615.30443,12293881337.47416,773228.21478,1111876032639.93550,10480898.84132,2305962417.46404,17688325.63649,669936938.92863,18035254.27559,1417503852.66914,1
110,0.67540,0.00090,0.05997,0.00001,0.05609,0.00003,1.16784,0.00490,5.02675,0.00801,4.83410,0.01655,0.00057,0.00000,-0.00796,0.00188,0.00525,0.00057,0.86928,0.00156,0.47239,0.00285,0.46063,0.00228,419.74576,9494.40720,16.92717,37.99098,19.15115,83.17797,-114928.72670,7727634391.75635,953.11241,1018112.92981,4555.92572,25106170.15544,23422570.12126,504152606207112.69000,104256.28899,18330003038.10132,761263.84293,1079093594208.95310,10419800.69512,3072201747.48398,19653287.89429,949318683.40365,18749778.71739,1548688329.78675,1
111,0.32870,0.00024,0.02013,0.00000,0.02165,0.00000,2.62834,0.00084,6.32335,0.00239,6.00346,0.00021,0.00050,0.00000,-0.00413,0.00005,-0.00248,0.00012,0.67978,0.00153,0.33949,0.00077,0.35753,0.00097,121.75411,50.01527,62.87430,128.81457,51.10161,153.95502,-12628.84688,6959713.91510,384.81663,2228.15596,447.87723,5010.66823,2475673.01853,552481053367.46838,245132.22233,6788068201.59827,265544.35594,17242200098.35374,16388209.95613,14052752.83559,30756578.28702,254735136.10321,25276567.94106,147862791.92779,0
112,0.32197,0.00024,0.02778,0.00000,0.02022,0.00000,2.77269,0.00121,6.15367,0.00242,6.11257,0.00046,0.00040,0.00000,-0.00485,0.00007,-0.00321,0.00013,0.67492,0.00148,0.36811,0.00077,0.34837,0.00110,124.00995,74.30597,55.17135,98.20946,50.78439,151.81489,-13106.24680,12253748.35382,379.51116,4314.25286,452.49838,4549.30896,2611692.37100,935434254768.06409,179702.46547,3037824848.57851,263444.33387,17446051464.71856,16815322.56929,25425248.49008,22036511.84169,123791655.02000,26688838.58740,191768276.67316,0
113,0.21876,0.00033,0.02153,0.00000,0.02739,0.00000,3.31825,0.00199,6.22770,0.00704,5.81269,0.00157,0.00085,0.00001,-0.00100,0.00006,0.00066,0.00008,0.57798,0.00606,0.33452,0.00204,0.37309,0.00103,144.80880,609.29115,66.54115,221.36181,62.93570,282.77603,-16995.79791,52282367.81471,2065.02439,969727.79607,4133.67997,14148994.56561,3293131.14704,3596878602864.78030,386554.73908,41780325544.47929,731522.09643,572514712595.20190,20927457.67560,2488127460.47336,29104536.94888,5057653920.64712,24817016.76975,5281553272.48693,0
114,0.32122,0.00021,0.00656,0.00000,0.01506,0.00000,2.64278,0.00047,7.74202,0.00060,6.62048,0.00024,0.00047,0.00000,-0.00108,0.00004,-0.00076,0.00012,0.67984,0.00155,0.23218,0.00053,0.32149,0.00095,173.83909,82.48964,73.39606,227.97134,47.74843,137.65468,-20707.95023,25385385.57770,773.60290,337593.48980,730.47843,6388.57169,4219402.58935,2058752998839.87180,184549.10247,14908460307.37455,331051.18738,28247569742.07870,16417262.47799,244133921.65311,50847920.90764,4832670150.10886,30254522.00216,1174252756.02492,0
115,0.42401,0.00024,0.03227,0.00000,0.01315,0.00000,2.05794,0.00051,5.69355,0.00453,6.63929,0.00247,0.00036,0.00000,-0.00285,0.00011,-0.00190,0.00008,0.74501,0.00092,0.39408,0.00089,0.29411,0.00097,168.10215,46.10531,44.95354,72.13002,72.82222,360.79107,-18923.60118,12236719.71157,810.58793,263029.39513,1676.72427,1493548.61359,4049865.89899,1167136415223.80150,207812.29221,9537366853.27128,479708.89767,93696496822.56094,14020851.24770,128978247.15811,25537434.86863,845736442.48598,33836554.31359,3359337298.53916,0
116,0.36164,0.00024,0.02365,0.00000,0.01293,0.00000,2.24504,0.00052,6.11153,0.00490,6.61152,0.00146,0.00044,0.00000,-0.00229,0.00009,-0.00141,0.00006,0.70362,0.00145,0.35598,0.00086,0.29294,0.00137,184.77674,72.69215,54.06257,119.84885,76.98812,409.62573,-21842.20905,24015276.17409,1165.24084,801088.32346,1984.25645,1653851.70369,4620296.55177,1997958347344.07470,241841.23961,25640497182.70997,543423.35097,122628986394.22589,15145789.70320,221546420.51375,26818303.95878,1259598451.63156,33347025.48065,3151139326.46537,0
117,0.76019,0.00013,0.01298,0.00000,0.01278,0.00000,0.83880,0.00058,6.97221,0.00065,6.79982,0.00098,0.00231,0.00004,-0.00399,0.00008,-0.00491,0.00016,0.91097,0.00014,0.28558,0.00164,0.27437,0.00134,20.53073,0.82020,77.08387,398.83464,57.55959,268.10472,-2319.96802,338221.57839,92.83948,4445.89799,252.94865,10444.74343,484809.63248,27508293338.51797,105247.52070,2303226201.08490,122904.46889,3642624246.72862,9990539.55189,727530.84987,56379148.13139,212920727.00160,57657497.49560,656687588.31180,0
118,0.52660,0.00128,0.14527,0.00004,0.05997,0.00001,1.63062,0.00745,3.70232,0.00142,4.65724,0.00444,0.00202,0.00000,-0.00301,0.00011,0.00159,0.00038,0.79802,0.00274,0.61458,0.00253,0.49351,0.00208,133.24275,502.62353,46.84017,92.84806,27.49237,113.08773,-29857.94069,260738044.13706,236.09203,106401.57819,4812.17046,28458001.94718,6112440.16308,17250777869162.34400,553020.49993,65052125004.27945,830286.86880,1256015354289.25340,12207286.08254,409685410.89214,12405288.24403,291884985.08232,19115186.77756,1556341334.44339,0
